,00bffd24-1f0b-586b-b353-4cea5ceaff1b,0c0ad75e-7c00-5393-8f79-03a1d11aadd0,133aaad0-7a96-5385-a436-42443c49a582,18001461-0c52-5caf-a1bf-dfe5284fa5cc,1af6b926-ad76-5af7-91a1-aac1f3fa6e31,1ec2e56f-4943-55cf-a2ce-27451edffd5f,1f226e09-3f9e-52e4-984c-c0749b9654d0,1f90f958-9825-5990-b41b-ea9e520a5337,206306f6-29c3-47f4-b9bc-1d0441c33289,206c710a-d76d-59f1-a51b-c8254ea6f344,24777e9b-5af7-5d0e-aa2f-96940f744836,26eb4fa3-029b-5d5c-a084-4862a3962ff5,28e290c3-89fd-47ca-b3c1-7a24eb52f7ac,2af8dd36-5065-571f-aa75-038c7496942e,2bbb4b68-109c-522d-8d7e-36b727c38d23,2df2ccd2-a52f-552c-923a-c4d4412f5fbe,3208c09f-88b3-470a-b8c9-ac2f18b028b3,41eefd84-3e15-5506-a490-4681b0b4319c,42a61309-f804-54b7-b961-89ce02f23da8,44e27cc3-a4dd-5f5c-9aff-324e75c14cec,46928fb1-083e-520d-b3a5-57b9e1b5e1a2,4c0430fb-0264-56fd-9e43-d58b7a80ea2b,4c1708a3-5c54-5e44-b996-f7c3ee807e43,4c2990f8-5a14-5ea7-934b-fb34b2e97538,5469522e-89a9-5707-99ef-e249c70d3199,558c875c-a40d-5ea9-83b8-b3bf5972ed59,5a5688a4-34bf-5967-8a14-53859dd00942,5a901e0d-adfa-54fa-89f0-e75acba8d2b7,5b9ac2bf-ad64-5aee-8109-63739f829e5f,5c8ce59c-3895-53ff-a960-734ebadbda3e,5c9da640-e95f-5fe6-b295-f6e259f368c3,5d9e2e3a-1a92-56de-b91e-17baeb8a17e9,5fdaa414-c47b-5eea-a9b3-71a5c720dd47,647aa852-0fcb-59c6-af68-0cb25c832fc7,66c64bf1-1781-540c-b43d-33f6cead3c04,677b2e87-413f-4e5e-8e2f-e4c02651c84e,75e14c02-8600-573d-a1ba-b74a2048b3e0,78aed709-a375-4895-bb31-5909fca0f81b,8ceaaff9-5406-5420-bf57-436f189a96ed,985f8460-2e08-5054-bd81-126d544cabd4,9b348edf-b40c-4795-9993-c6ee90bcc494,a36eca53-fc6a-5cd6-b252-7c999524d83b,a4e869e3-3c26-5a40-a357-9398f90c44cf,a4ee59d7-b7f9-4f2a-a341-378f2e915bfc,a5b46438-50df-5121-95a9-85f8906fca1a,aa469afb-1756-5338-8b69-77893cedec8a,ae93a919-6781-5f5a-9241-9252d479fc21,af895424-9a66-4695-bfa4-7cfaa8eac64f,b86df1b0-a516-44ed-9749-3cf83637af2f,c1f67271-ddbc-54ac-8f99-285288a18982,c990537f-0eef-542d-859f-2a09fcd08c4a,cc330331-31cc-45f7-9be6-eb8159dc051d,d05e6120-1fda-598e-b738-d2f059285a7e,d1789ded-cc22-5d69-acf9-1f7d02d6a8f3,d1cfd46e-8738-5672-b258-cb14a77de26e,d1f9f04a-7c0d-5b55-b57b-921fec720516,d1fbbe1c-6d3c-5511-866e-3efe95c8147e,d364be8b-cbee-56b1-8732-28b85f7dea4c,d4da0a9c-c97c-56e5-a38a-7f250438214e,e426bb2f-4ca6-51e3-8075-fd30ae23408b,e6b10eef-6b87-4ce4-8186-c356b75e7fec,f5f898a1-4712-52b5-b624-babd6d32ca72,f6433461-bbf7-5ac0-bc66-9ce557d6b082,fc78a31b-c8d7-4178-8b37-20e0c91db469,ffabbb9c-3d4c-543e-b6e6-80fadf3dea29
2022-07-01 02:30:00+00:00,6709.388,6229.3240000000005,37840.3776,57555.6523,31980.2215,12898.307499999999,72734.5609,9156.5105,28574.596899999997,37776.378800000006,24915.625,11388.933,73679.635,5425.0129,31668.294029999997,11544.1021,38271.275499999996,55955.107299999996,15829.0759,11817.2912,4911.263,74554.2194,19365.105199999998,16761.23674,3825.1953,26707.630599999997,-1184.42703,28083.230499999998,38856.407,40436.25,94032.50087,1346.9336,134707.9023,30327.955899999994,35527.3833,89191.133,2756.0027999999998,81947.6414,18848.4901,34004.818199999994,33661.484300000004,54353.020000000004,36471.9133,47225.975,24464.7514,5019.153700000001,119935.94900000001,39355.416600000004,146476.9375,36534.6226,7880.8594,47225.975,23953.685,5353.724099999999,74285.9377,42565.0377,0.0,36196.9133,5409.9739,22659.1286,42883.8292,2804.2964,22032.5785,35773.7497,24420.925300000003
2022-07-01 02:45:00+00:00,7758.386,6705.4879,33146.1986,58237.22713000001,28707.9951,16373.528,75036.7773,9612.2793,29068.9197,43191.653999999995,24798.8146,12412.643900000001,75696.5086,5984.557000000001,29841.27666,15403.529,38247.4989,54213.071800000005,16564.0892,11269.9221,5041.7187,75449.51989999998,18935.2336,16551.965,3583.203,26015.714200000002,-3760.36435,30121.340699999997,37969.5834,38032.642,88515.77986,2446.6013,128828.69602999999,27208.034600000003,32244.127699999997,85848.18370000001,4560.286400000001,91314.28299999998,19168.5162,33340.6377,36143.229,54858.868,34751.1847,44380.532999999996,22711.185479999996,17444.987999999998,120362.1744,41296.6262,147540.715,30941.6278,10209.089,44380.532999999996,23860.9636,7542.4866999999995,71401.2864,40663.7499,0.0,40703.917499999996,8445.025599999999,24131.8615,43593.436499999996,3100.091,18311.171700000003,38461.393099999994,25434.869899999998
2022-07-01 03:00:00+00:00,6445.5208,6910.4427000000005,30247.956599999998,58961.23509999999,27437.0049,12439.0758,75573.13880000002,10397.890599999999,31028.358199999995,42338.2416,26473.162999999997,12853.0598,78369.8437,4910.8338,32520.61196,13380.026400000002,37793.567,64975.9998,17183.4762,15950.55992,4723.034100000001,80633.33589999999,17707.0448,16497.384,3617.4087,25972.213699999997,870.87273,32547.083799999997,36296.965800000005,36566.263,94778.68229999999,1555.3257,128628.58309999999,29985.532799999997,33943.398,87204.06460000001,2843.802,94219.3516,17066.2367,31626.288330000003,35150.18136,54248.8269,40496.69230000001,45834.320999999996,23725.3118,12284.453599999999,115990.2573,38968.4366,163907.522,34360.601,5583.008,45834.320999999996,23525.209000000003,16024.440400000001,75662.37090000001,42047.460199999994,0.0,40954.5576,8313.8151,28668.1516,41173.3327,3366.3540000000003,20590.8211,37542.1486,26719.7383
2022-07-01 03:15:00+00:00,8518.4894,6838.8538,36703.12439999999,61895.9373,29966.002500000002,11471.6018,70339.5561,9564.492900000001,25749.297899999998,44860.037299999996,34436.653,9634.244,72083.0734,5895.1821,31759.77793,12245.0903,34033.775499999996,62680.455500000004,17112.79975,17893.51684,4409.8307,66193.9434,19624.0767,9708.528999999999,3721.5366,26109.713600000003,2395.7679700000003,34525.5357,38070.236000000004,37924.168,91238.78785,1367.3829,125479.5948,28769.596700000002,34658.5414,84111.5221,2052.87774,94994.11499999999,17490.4296,29914.779470000005,36902.40785,54029.739799999996,43529.08869999999,44973.674,25282.8383,8912.4219,117968.413,33576.795999999995,150891.562,34259.8186,5400.612,44973.674,23891.0675,15576.133300000001,68769.5952,50248.96029999999,0.0,39475.0657,5113.5027,25437.8255,42581.237199999996,3196.1322999999998,20615.2198,37539.5303,23994.1544
2022-07-01 03:30:00+00:00,7408.086,6232.603999999999,33279.72623,64807.89280000001,27652.1992,12675.755899999998,75550.8974,9364.8307,31184.321900000003,42906.30310000001,51768.763000000006,10079.323,68250.3485,9013.6064,30137.85002,10551.0291,37566.6919,56304.10326000001,17849.57,16222.968699999998,5524.1147,88071.7468,16750.1686,14314.93464,3572.2393,26008.7875374,-1393.9453,30725.6121,38407.01730000001,44475.6765,93437.0063,1272.9424,124210.17073000001,31224.871499999997,27957.2137,82411.9787,2354.1017,89345.0685,19219.2312,32313.1378,36692.759640000004,58484.556560000005,33026.5353,44408.632,22294.985599999996,3236.4453000000003,114465.6487,36854.93562999999,156629.11510000002,33398.1503,3763.685,44408.632,23585.976599999995,15058.137,72803.6191,47172.511600000005,0.0,38081.2233,5308.9316,22960.2739,42520.026,4753.75,19246.5503,35137.0432,29028.906
2022-07-01 03:45:00+00:00,13319.0761,9018.567599999998,27605.807999999997,67751.2754,26393.553900000003,11534.674700000001,79246.1308,11035.7944,29777.5905,43170.0661,48078.712999999996,11151.511,65109.766,11908.619,28083.268180000003,10790.9503,36182.499899999995,54856.8096,16390.1433,16047.2529,4152.200699999999,70861.8874,15871.8362,21606.7573,4399.571,24333.541240000002,-5252.2266,31963.9719,42269.11469999999,37146.549,94673.2304,1080.065,131948.26789999998,28322.122900000002,29627.8646,84070.6128,2203.8541999999998,84805.4173,18486.6004,35737.539600000004,32737.4614,59182.172399999996,36233.60767,49534.585,24581.209899999998,5478.4767999999995,117436.25159999999,36743.7241,147970.235,31762.459100000004,4770.2603,49534.585,24646.5234,15397.905,76544.6348,47631.3671,0.0,43046.8236,4732.3177,29262.368599999998,42967.4225,3669.7915000000003,19183.711000000003,37448.0205,25357.031735
2022-07-01 04:00:00+00:00,11214.1404,8999.3752,34670.442599999995,75695.64910000001,25338.5813,15022.917300000001,75223.7001,11096.3672,30631.6936,42080.0009,44428.826,11717.539,71012.2123,13765.9373,26678.2422,10884.296900000001,38591.1466,56887.27855999999,15868.646700000001,16177.944,3378.3592,82866.66139999998,18646.511599999998,23160.6637,2895.3386,24554.2313,-5434.401,27460.169700000006,42770.7427,70022.668,103300.88815999997,630.1953,121905.9753,29727.6042,27234.1286,87413.94099999999,1987.6824000000001,133840.469,18024.1279,29379.6351,36766.366500000004,58945.53327,38747.526004,51481.108,22908.12562,2625.9507,118232.98250000001,36376.9922,157322.59300000002,32329.6344,3393.3853,51481.108,21499.439659999996,15905.72835,74433.2577,44119.4534,0.0,44567.4746,5747.708,28112.6307,51785.1043,2902.5388000000003,22248.6982,36351.8242,24396.548600000002
2022-07-01 04:15:00+00:00,7098.7366,6116.771000000001,42485.1553,72242.55249999999,25402.2535,11799.3096,83199.4151,10550.754799999999,26059.53,41754.89659999999,40622.929,13097.1875,62287.5758,11747.175000000001,26426.105449999995,13090.065,35863.9201,61444.662699999986,15579.6871,23725.1962,2409.023328,76966.99290000001,19885.5327,33873.8805,7174.388,22023.6848,-5583.086,30137.1483,42006.8241,36951.5616,109206.92900000002,-679.5183,131947.7872,32273.5802,25905.1548,90351.6293,3070.1173,106380.924,14601.1849,34592.5922,38474.1409,50993.84109999999,36620.000199999995,48347.554000000004,21981.34106,5138.8287,124096.026,35877.941940000004,153253.34399999998,34425.6648,3263.6067,48347.554000000004,21835.416400000002,15360.12894,65106.834299999995,52335.846300000005,499.4923,48262.4223,5792.3436,27490.742000000002,46246.0031,6521.0809,19550.639199999998,37344.8176,23617.188199999997
2022-07-01 04:30:00+00:00,8114.5962,7381.8232,48689.727133,69646.76075,26987.4339,13367.0443,53205.768000000004,11735.169399999999,27376.1849,44386.5756,38885.585,10846.134,70238.527,12766.537,30514.505300000004,12920.0521,36000.10275,63004.544250000006,17634.8048,17310.2877,-2422.9686999999994,73020.11219999999,20545.0643,26327.3447,5619.804,20142.226499999997,-5608.854,34264.5065,44538.880000000005,34707.4487,97592.7101,-1371.2632999999998,138009.74076000002,30743.907599999995,28174.584300000002,94484.4772,3440.1038,118107.1465,15457.3302,35041.3804,37816.15866,49016.49703,42721.56416,49382.801999999996,26159.15397,5558.8023,122555.57280000001,37180.31186000001,166282.6695,29839.4663,5201.68,49382.801999999996,19808.034599999995,14490.469,66677.176,45882.876899999996,0.0,40075.7808,5469.4529,23710.9507,46210.2482,2475.9899,22029.830360000004,42449.1016,22787.6305
2022-07-01 04:45:00+00:00,7321.784,9091.2767,62750.49215,66604.84505,30168.372000000003,12035.7418,55656.1717,11590.755400000002,21581.7574,42531.185000000005,41598.737,11671.758,65607.16010000001,21447.395,26645.885140000002,15345.8333,40310.143000000004,75285.4537,17688.5809,21608.177,1512.7082999999998,75471.3919,17853.919,31182.018600000003,7334.9478,25549.245600000002,-5663.841,34912.0563,46040.756799999996,36353.7243,113934.7022,10924.258,131223.0766,30054.6744,21413.308,83251.44529999999,4392.7343,140349.39899999998,23902.1871,37198.91897,35907.2383,50689.4792,62019.30700000001,48390.0375,30537.3177,8176.7714000000005,126768.269,35545.35242,153946.2875,31408.944600000003,3255.3123,48390.0375,20251.496499999997,15785.533,62853.61980000001,49456.6807,0.0,40015.4937,6442.6696,30120.2076,55670.4951,3315.9763999999996,22008.4631,41441.1318,26289.6493
2022-07-01 05:00:00+00:00,9208.5812,8672.0576,61069.37576,60665.4555,29121.093599999997,13578.294600000001,45215.8478,11258.176599999999,21872.870899999998,50214.7641,45531.914,14880.442,72440.4,25196.913,28091.106659999998,9681.835933,42719.37590000001,94213.52836,17806.4848,24031.777000000002,-3311.7193,68565.71652,18098.6585,25779.1993,11373.867,21448.652299999998,-5761.2627,33837.6699,43604.375,29205.2733,133312.3224,6329.3947,140414.5559,31246.340900000003,29888.17703,99430.82129999998,4846.3024000000005,115530.0405,19946.2497,33909.25915,39828.1247,53313.1511,71674.70449999999,53881.952999999994,26842.891000000003,13525.9116,132060.5045,37578.28135,169479.268,30044.779899999998,5593.03418,53881.952999999994,19130.13666,14785.378,61582.071099999994,45845.5664,-290.87234,36560.9565,8053.294,38813.7375,55223.840599999996,2330.0652999999998,17166.353900000002,50531.6985,28226.1453
2022-07-01 05:15:00+00:00,7437.9036,7317.838400000001,54822.929,63849.53140000001,32111.9129,20584.3738,50088.294299999994,9060.4032,28487.9683,46910.1954,44542.267,21946.342,74124.478,24132.1876,31216.277304000003,9839.622500000001,40558.501874,99876.3043,18329.7402,20470.41714,924.2059000000002,85044.64249999999,24437.3825,25855.781300000002,13691.511,30073.203799999996,-2501.1716,37252.3687,56133.504,32375.988299999997,125431.34049999999,9757.9424,133666.0009,33606.4194,21529.04966,102550.52309999999,5580.469300000001,120679.13100000001,20546.8493,31273.099299999998,42834.77864999999,73935.18018999998,62449.334330000005,59379.984,26721.536099999998,9886.2625,142691.76169999997,39916.602300000006,175881.79200000002,26974.57006,6890.2474999999995,59379.984,17922.6302,15524.0625,51644.570499999994,52618.6852,0.0,32188.384700000002,5326.1713,47329.962,58177.042799999996,3804.896,23978.203700000002,44751.054599999996,27310.2154
2022-07-01 05:30:00+00:00,10592.213099999999,6750.9117,75609.64614000001,67352.78540000001,29834.9736,18116.432800000002,51316.51124000001,9940.1175,29020.353099999997,51964.5831,41930.051999999996,21525.184,80329.0081,24535.234099999998,27733.449466,14997.122699999998,43481.3937,77900.0027,16169.2183,24820.29886,5907.838299999999,84481.2634,20701.5229,24691.03,13420.442,39173.189600000005,2246.328,36194.869699999996,57990.195999999996,36278.9066,128583.32143000003,8562.266,143821.09410000002,35494.4126,15279.38713,111638.48,4605.494500000001,99584.3093,24202.955,30866.4462,48314.285359999994,78655.64074999999,61977.73373,67380.376,29286.809699999998,4618.5806,153279.70200000002,41037.239799999996,174030.45899999997,29164.8833,3041.068,67380.376,22709.5174,15423.685,48970.717930000006,48999.191399999996,-146.54933,34294.8184,3889.5699,54236.223000000005,62278.7115,3473.0726000000004,20755.46884,45326.7313,27349.206299999998
