,00bffd24-1f0b-586b-b353-4cea5ceaff1b,0c0ad75e-7c00-5393-8f79-03a1d11aadd0,133aaad0-7a96-5385-a436-42443c49a582,18001461-0c52-5caf-a1bf-dfe5284fa5cc,1af6b926-ad76-5af7-91a1-aac1f3fa6e31,1ec2e56f-4943-55cf-a2ce-27451edffd5f,1f226e09-3f9e-52e4-984c-c0749b9654d0,1f90f958-9825-5990-b41b-ea9e520a5337,206306f6-29c3-47f4-b9bc-1d0441c33289,206c710a-d76d-59f1-a51b-c8254ea6f344,24777e9b-5af7-5d0e-aa2f-96940f744836,26eb4fa3-029b-5d5c-a084-4862a3962ff5,28e290c3-89fd-47ca-b3c1-7a24eb52f7ac,2af8dd36-5065-571f-aa75-038c7496942e,2bbb4b68-109c-522d-8d7e-36b727c38d23,2df2ccd2-a52f-552c-923a-c4d4412f5fbe,3208c09f-88b3-470a-b8c9-ac2f18b028b3,41eefd84-3e15-5506-a490-4681b0b4319c,42a61309-f804-54b7-b961-89ce02f23da8,44e27cc3-a4dd-5f5c-9aff-324e75c14cec,46928fb1-083e-520d-b3a5-57b9e1b5e1a2,4c0430fb-0264-56fd-9e43-d58b7a80ea2b,4c1708a3-5c54-5e44-b996-f7c3ee807e43,4c2990f8-5a14-5ea7-934b-fb34b2e97538,5469522e-89a9-5707-99ef-e249c70d3199,558c875c-a40d-5ea9-83b8-b3bf5972ed59,5a5688a4-34bf-5967-8a14-53859dd00942,5a901e0d-adfa-54fa-89f0-e75acba8d2b7,5b9ac2bf-ad64-5aee-8109-63739f829e5f,5c8ce59c-3895-53ff-a960-734ebadbda3e,5c9da640-e95f-5fe6-b295-f6e259f368c3,5d9e2e3a-1a92-56de-b91e-17baeb8a17e9,5fdaa414-c47b-5eea-a9b3-71a5c720dd47,647aa852-0fcb-59c6-af68-0cb25c832fc7,66c64bf1-1781-540c-b43d-33f6cead3c04,677b2e87-413f-4e5e-8e2f-e4c02651c84e,75e14c02-8600-573d-a1ba-b74a2048b3e0,78aed709-a375-4895-bb31-5909fca0f81b,8ceaaff9-5406-5420-bf57-436f189a96ed,985f8460-2e08-5054-bd81-126d544cabd4,9b348edf-b40c-4795-9993-c6ee90bcc494,a36eca53-fc6a-5cd6-b252-7c999524d83b,a4e869e3-3c26-5a40-a357-9398f90c44cf,a4ee59d7-b7f9-4f2a-a341-378f2e915bfc,a5b46438-50df-5121-95a9-85f8906fca1a,aa469afb-1756-5338-8b69-77893cedec8a,ae93a919-6781-5f5a-9241-9252d479fc21,af895424-9a66-4695-bfa4-7cfaa8eac64f,b86df1b0-a516-44ed-9749-3cf83637af2f,c1f67271-ddbc-54ac-8f99-285288a18982,c990537f-0eef-542d-859f-2a09fcd08c4a,cc330331-31cc-45f7-9be6-eb8159dc051d,d05e6120-1fda-598e-b738-d2f059285a7e,d1789ded-cc22-5d69-acf9-1f7d02d6a8f3,d1cfd46e-8738-5672-b258-cb14a77de26e,d1f9f04a-7c0d-5b55-b57b-921fec720516,d1fbbe1c-6d3c-5511-866e-3efe95c8147e,d364be8b-cbee-56b1-8732-28b85f7dea4c,d4da0a9c-c97c-56e5-a38a-7f250438214e,e426bb2f-4ca6-51e3-8075-fd30ae23408b,e6b10eef-6b87-4ce4-8186-c356b75e7fec,f5f898a1-4712-52b5-b624-babd6d32ca72,f6433461-bbf7-5ac0-bc66-9ce557d6b082,fc78a31b-c8d7-4178-8b37-20e0c91db469,ffabbb9c-3d4c-543e-b6e6-80fadf3dea29
2022-07-01 02:30:00+00:00,8410.963,3828.8374,32461.42,48656.73,20246.166,12186.1455,37508.613,14210.537,28804.85,36394.49,16526.367,5055.3887,36775.36,6158.7544,23497.512,7519.9634,39559.71,50433.543,16269.915,8522.818,-19.187275,59553.934,24998.246,15679.983,5777.182,31433.627,4084.602,23408.092,8385.893,37726.734,61613.203,5438.231,119390.664,22849.291,27299.777,64687.152,1627.7278,70793.2,18196.234,22834.576,36273.973,55407.02,22986.104,68821.086,23219.441,6748.3345,75457.93,39108.57,141647.16,31436.18,4464.945,22290.88,12597.663,14503.319,44294.492,40251.477,152.70499,40811.95,9186.278,26703.799,44423.0,4946.109,21116.709,49004.395,22027.217
2022-07-01 02:45:00+00:00,8113.46,3698.1936,31755.129,56407.586,22849.238,11997.062,36843.26,10030.744,28449.639,35553.004,12513.438,13026.643,36145.4,6149.191,21590.764,6629.1807,42885.09,48564.477,15857.716,7404.934,-826.40405,75574.0,24623.328,15677.811,5786.037,31068.727,4035.7615,26316.48,16198.52,29728.67,60831.44,5452.436,115079.92,22424.566,22714.627,64531.973,1623.4047,74536.63,13375.437,21184.916,35999.855,53960.145,22323.543,64731.74,22551.484,6452.5483,75320.56,39015.74,129323.41,26088.68,3893.6736,22215.682,11467.708,13697.636,42970.42,39336.816,91.15646,40698.59,9083.819,22015.63,44269.31,4946.4834,20564.664,48648.746,21706.957
2022-07-01 03:00:00+00:00,7838.655,3599.9983,31166.855,48466.188,17567.62,15872.606,36413.715,13918.907,28229.828,38881.902,12589.142,9018.094,35738.117,6234.2,19891.336,5853.7017,42382.246,42594.934,15454.347,6363.303,-1629.8566,71649.16,24475.434,15714.758,5835.4507,30885.49,3572.306,21342.125,12078.258,29761.578,60429.496,5514.278,119941.89,22093.879,24137.682,64688.426,1638.5889,82407.84,16646.914,19679.244,35930.227,53104.61,17729.021,65080.31,21998.094,6250.089,75590.83,39210.812,141888.92,24839.902,3331.1907,22315.71,10431.213,12991.974,41865.02,38631.957,32.56521,36703.62,9171.671,21432.908,44315.484,4944.0054,20179.006,44457.152,21576.742
2022-07-01 03:15:00+00:00,7490.2363,3523.0654,30559.953,52481.7,15635.028,11692.301,35895.113,9738.277,27965.633,33978.684,16552.947,8994.723,35186.42,6264.0264,17292.24,4873.453,37912.652,55660.754,14912.766,4908.5864,-2289.1643,71719.945,24111.232,11730.52,5877.186,30683.346,2894.5854,19895.543,11937.827,29817.717,59612.906,5559.533,116454.234,21581.887,20518.318,64827.21,1642.5209,86308.336,15859.95,17563.932,39834.06,52210.688,29217.365,69285.92,21201.332,6074.8477,75825.97,39246.14,138120.92,27666.805,2755.3726,22417.139,8966.438,12152.103,44296.56,37950.13,-13.990465,40718.625,9223.658,20841.69,44311.35,952.3744,19520.264,44329.387,21417.479
2022-07-01 03:30:00+00:00,7205.742,3464.3196,30264.521,52473.85,13876.672,11541.05,35577.223,9580.668,27887.89,33419.2,12572.978,8991.041,34889.688,6289.5254,14862.395,3986.1096,41742.566,45028.875,14477.637,3493.3928,-2918.6638,75786.1,23808.207,11752.862,5917.427,34566.13,2323.8171,22678.35,11844.601,29888.373,58878.27,5600.702,121082.34,21269.912,17281.404,65283.93,1650.6753,82378.47,15204.433,15667.393,35863.55,51714.637,24750.688,65600.16,20615.092,5902.8623,76482.9,39464.914,138898.77,22687.713,2205.5432,22540.283,7652.7466,11368.036,38983.03,37615.84,-58.931816,36734.4,9358.4795,20338.574,44569.48,4966.2563,19012.227,44418.914,21359.824
2022-07-01 03:45:00+00:00,6927.4023,3429.6348,29732.375,52786.195,12224.044,11492.617,35465.234,13504.401,27780.771,32973.312,16860.418,13002.35,34795.2,6536.1846,12555.623,3013.623,41811.44,42834.406,14209.391,2141.1658,-3590.3142,83929.664,23873.26,11846.269,6020.612,30701.562,2084.3853,17616.494,15780.678,37976.453,58668.703,5732.3867,119509.7,21063.838,15880.842,65942.805,1693.7693,78448.45,10595.674,13892.486,36216.945,51710.12,20249.219,66532.88,20157.348,5938.0435,77512.0,40112.457,140516.84,21897.713,1668.8491,22775.863,6333.727,10758.748,38114.977,37515.504,-101.57393,37033.668,9678.373,20132.615,44962.586,4976.7144,18681.64,44631.594,21478.771
2022-07-01 04:00:00+00:00,6900.8584,3436.3599,30849.775,57841.03,10849.245,11514.467,35771.074,9596.493,28263.871,37258.027,13662.135,5151.32,35279.562,6778.0073,10585.773,2321.2134,38492.973,37148.156,14185.07,966.63153,-4174.408,72202.26,24232.285,23970.432,6239.2847,31292.104,1991.8633,16978.967,7974.007,30143.898,59724.74,5949.5693,123357.02,21303.285,14979.31,67646.76,1747.5994,86829.14,14235.087,12481.745,37042.273,52910.82,19946.287,68059.81,20091.516,6068.9995,79706.68,41314.16,140131.55,21427.846,1203.496,23387.006,5322.4814,10301.283,37834.94,38002.18,-141.63347,41649.383,10418.284,20196.172,41951.688,1017.8382,18643.766,45293.21,21982.89
2022-07-01 04:15:00+00:00,7248.5474,3537.7708,32986.633,51810.727,11360.439,11881.926,35973.215,14124.915,29162.621,34809.086,13881.338,13343.4375,36478.594,7148.1323,11849.323,2445.9792,43462.387,42765.133,14891.435,1060.0625,-4505.8994,72600.74,25541.172,20145.13,6575.0083,32497.63,1940.1769,18453.209,16397.594,58360.707,62575.832,6275.3687,133048.38,22484.814,14612.56,69568.35,1820.4999,114858.03,14387.238,13230.221,38301.49,55393.05,32083.75,74174.61,21002.154,6577.761,82461.18,42990.793,152752.89,25098.07,1243.2906,24295.836,6020.7456,10668.311,39090.13,39098.46,-124.12716,38627.87,11406.214,20866.26,47227.723,5065.081,19365.758,41804.438,22986.875
2022-07-01 04:30:00+00:00,7792.704,3730.8428,36725.094,61526.13,12665.17,16310.736,37189.57,10712.434,30469.21,37038.27,14377.457,9611.914,38085.85,7392.927,13644.633,2618.4304,45379.445,48973.605,15891.97,1192.2035,-4423.6743,84902.88,30893.617,28280.79,6810.966,33771.51,1996.3928,24392.07,13027.919,34624.945,65773.09,6495.774,134492.25,24123.713,14688.127,72094.41,1880.1129,103599.99,14968.416,14612.776,43908.266,58563.29,24507.436,72353.15,22267.953,7058.186,86226.57,44839.875,146400.56,22022.97,1289.0195,25347.016,7143.0806,10950.402,44822.85,41264.484,-100.93132,43576.152,12275.541,21859.219,53100.195,5139.7065,20351.17,51235.934,24091.908
2022-07-01 04:45:00+00:00,8589.227,3942.891,42227.652,56099.11,14159.992,12803.267,38893.5,15590.129,31615.977,43637.63,18730.469,14038.581,39912.336,7794.738,15526.645,2612.055,43766.566,51725.78,17010.91,1459.4618,-4104.807,77361.625,28809.326,20476.219,7196.0645,35605.355,1981.993,22619.584,17856.932,30894.988,70295.84,6863.2285,146703.83,26106.963,10984.656,75072.555,1967.4198,116509.96,15722.578,16293.405,41872.902,62261.996,41008.17,75039.12,23714.87,7835.197,90610.36,47233.71,165437.69,23361.998,1276.0605,26615.59,8358.918,11194.224,43005.07,43926.754,-76.43652,40771.977,13200.651,23150.76,47338.164,1254.0354,21624.633,45076.62,25354.877
2022-07-01 05:00:00+00:00,9925.625,4271.3613,50890.492,68407.44,16410.137,13571.128,41886.387,12918.153,33969.363,43924.047,19140.055,6761.0376,42799.73,8340.767,18301.916,3250.0813,51696.934,67774.69,18650.604,2208.2173,-3504.1565,86194.18,31664.986,20785.016,7894.869,42602.74,2100.5623,25881.73,11112.337,35202.78,77620.266,7497.7173,155176.16,29143.525,11706.852,79835.51,2089.6255,134371.52,13131.962,18933.951,44850.35,68470.47,53946.434,79478.29,25986.234,8971.812,97346.516,50944.22,165074.58,29785.918,1470.3099,28600.365,10281.759,12004.459,46723.043,48111.383,-40.29092,42845.87,14828.985,25214.246,54711.246,5436.18,23688.72,48154.656,27391.18
2022-07-01 05:15:00+00:00,10767.218,3964.5115,55253.324,66827.73,16549.75,13835.958,41950.715,17418.012,35059.824,47357.945,19419.424,15313.455,42325.816,8794.565,11864.523,2172.728,52932.46,83344.02,19194.816,1327.1384,-6779.854,90708.38,32577.826,21028.576,8228.844,40066.19,2134.4004,24743.756,20031.066,31501.861,80319.59,7872.8955,169620.16,30313.04,15692.202,85145.445,2203.2402,115289.71,17414.205,16958.605,47177.836,70742.43,52595.746,87646.766,27222.883,8386.902,104161.43,53578.562,187343.44,24259.453,-1412.0802,30482.242,8117.039,8410.372,49526.79,49116.613,-319.0664,47968.41,15818.823,24748.732,57521.79,5615.4404,25118.729,49760.277,28716.527
2022-07-01 05:30:00+00:00,11733.476,3564.4255,60591.637,69982.66,8056.274,13976.303,41272.457,14071.462,35770.477,54597.047,19786.854,11965.566,41494.445,9100.678,4877.1855,924.25854,53613.492,70668.61,19689.02,467.20245,-10163.18,91389.41,33370.145,17250.07,8739.994,41637.695,2161.943,27396.56,16991.654,35760.293,84447.21,8362.057,176165.22,31417.732,11856.553,90414.64,2289.5186,107753.61,17445.53,14525.241,53427.914,72590.75,47086.855,87258.516,28284.54,7763.8286,110310.57,56010.74,188752.19,21910.816,-4347.3516,32530.885,5600.4453,4550.926,51976.957,49423.41,-604.54785,45236.855,16823.846,23950.11,56089.414,5811.012,26457.27,50844.88,29919.178
2022-07-01 05:45:00+00:00,12781.382,3165.1328,67702.02,77118.29,3488.111,14037.552,40568.492,18767.338,36760.25,53559.844,16240.115,8721.805,40577.32,9301.649,-2177.0544,-335.13956,49850.418,65550.68,20026.016,-562.72363,-13402.471,91836.73,34054.375,17408.94,9032.724,43004.04,2179.7424,21719.28,14034.068,35962.582,88881.43,8659.708,191176.38,32363.285,11829.275,95462.766,2359.9705,92048.43,17377.879,11898.55,51803.316,74180.01,49724.504,98713.32,29094.02,7117.838,116223.15,57958.03,198582.95,23405.652,-7241.3423,34805.68,3000.011,712.49756,57949.227,49312.926,-892.7372,50094.418,17620.771,23151.926,66501.83,6035.5703,27603.27,51690.824,30846.184
2022-07-01 06:00:00+00:00,14260.83,2676.2358,78559.66,78230.29,-1496.2848,18053.969,39365.277,27974.693,38240.883,56553.223,20715.936,17808.674,39085.48,9583.236,-9596.788,-1298.1783,53720.793,60555.355,20291.88,-1282.0254,-16458.678,96702.664,35366.47,25645.492,9714.535,49280.723,2270.452,19788.525,23389.982,24100.992,96445.52,9281.805,202509.81,33388.062,12195.634,100117.766,2435.306,96168.26,17186.201,8956.342,54387.605,75286.16,48558.19,98631.7,29643.535,6846.859,121555.17,59895.637,213905.16,16528.26,-10170.839,37703.55,313.43277,-3097.0864,55988.08,48523.574,-1184.0819,47658.625,18152.297,22399.934,64516.246,6327.6714,28938.346,52024.52,31971.545
2022-07-01 06:15:00+00:00,15094.158,2466.4856,82267.76,77576.164,-7574.3657,13967.1045,39570.977,20850.455,39636.355,59026.16,17107.053,14440.189,38929.598,9704.403,-18705.703,-2643.3447,54479.133,49452.793,20211.13,-1928.846,-18202.254,101029.164,35697.742,29760.84,9950.465,46690.2,2324.219,20785.79,20171.996,24213.27,100198.984,9503.851,217966.61,33275.98,12561.212,104350.72,2483.7805,108620.305,14036.595,5825.7837,57193.902,78175.43,40189.434,97666.07,30213.268,6530.319,125826.34,61320.953,225756.97,15968.38,-11730.601,40425.848,-2844.2869,-5121.607,58034.773,49220.83,-1342.6833,44313.426,18498.521,22483.527,66380.33,14534.915,30051.117,57019.484,33063.023
2022-07-01 06:30:00+00:00,16080.765,2290.9626,86768.766,90671.96,-13648.02,13925.835,40280.902,26340.041,41663.816,65786.3,41434.6,15223.058,39040.63,9706.463,-27693.66,-3741.9333,51445.832,42419.164,20342.783,-2329.811,-19984.67,97656.484,36548.086,13880.247,10437.3955,60499.203,2427.0588,13957.782,21052.34,16276.183,106923.96,9900.213,228547.17,33327.42,13096.755,109235.22,2511.3896,101226.625,18948.186,2771.7012,64830.22,81460.914,47945.332,105455.07,30858.36,6173.615,130896.77,63144.23,234957.95,15556.071,-13160.68,44263.39,-5897.8853,-6966.0874,60269.996,50062.953,-1497.7085,45621.535,18706.744,22690.137,68527.8,18768.941,31537.447,58240.883,34345.21
2022-07-01 06:45:00+00:00,16734.227,2006.0735,88407.484,95327.1,-20307.408,13783.614,39844.51,31844.924,42531.016,63602.195,45785.465,15766.457,37914.527,9676.873,-37237.74,-5517.611,55439.402,34755.984,20301.566,-3022.7544,-22050.014,114003.38,41078.938,13956.5625,10686.476,53443.652,2367.2466,10520.489,21680.182,20325.545,112696.8,10107.717,245902.64,32836.625,13536.358,113605.96,2530.0835,113329.48,19481.326,-789.1179,64274.47,84059.05,43311.742,108129.0,31133.615,5560.6104,134180.9,63750.516,232560.64,18498.312,-14990.917,48067.062,-9431.514,-9707.336,62042.41,49910.523,-1658.6355,42260.473,18740.781,22268.045,69751.31,2969.4016,32886.145,54787.215,35241.633
2022-07-01 07:00:00+00:00,17357.645,1747.8644,90095.336,101126.31,-26945.951,13586.087,39875.465,29709.43,44038.336,65114.168,26180.12,20388.256,37229.316,9676.833,-46798.203,-7022.5156,55379.82,26805.895,20162.01,-3606.487,-24156.3,98492.01,38038.406,14045.326,11062.162,58631.355,2362.0325,6894.162,26303.383,12359.422,119595.83,10420.149,257824.3,32098.168,-1978.204,117908.01,2552.824,117330.95,19909.053,-4428.591,68176.016,86609.28,46756.94,107523.195,31224.932,4964.3804,137784.88,64806.688,243362.5,13439.813,-16656.809,52524.73,-12880.278,-12052.719,67530.766,49643.082,-1822.5824,39183.617,18720.58,25996.814,75136.62,-4819.2163,34228.41,63262.15,36200.496
